Day,Session,Date/Time Start,Duration of Video,Activity,Event or behavior?,Visitors?,Music?,Time Start,Time End,Exact Date/Time Start,Exact Date/Time End,Unnamed: 12,Start,End
3,2,,,V,EVENT,YES,NO,0:22:54,0:22:54,,,,0:22:54,0:22:54
3,2,,,L,BEHAVIOR,YES,NO,0:22:55,0:23:44,,,,0:22:55,0:23:44
3,2,,,L,BEHAVIOR,YES,NO,0:23:46,0:24:24,,,,0:23:46,0:24:24
3,2,,,V,EVENT,YES,NO,0:23:46,0:23:46,,,,0:23:46,0:23:46
3,2,,,L,BEHAVIOR,YES,NO,0:24:28,0:24:50,,,,0:24:28,0:24:50
3,2,,,M,EVENT,YES,NO,0:24:50,0:24:51,,,,0:24:50,0:24:51
3,2,,,L,BEHAVIOR,YES,NO,0:24:54,0:26:06,,,,0:24:54,0:26:06
3,2,,,V,EVENT,YES,NO,0:25:30,0:25:31,,,small call,0:25:30,0:25:31
3,2,,,V,EVENT,YES,NO,0:26:05,0:26:05,,,,0:26:05,0:26:05
3,2,,,V,EVENT,YES,NO,0:26:27,0:26:27,,,,0:26:27,0:26:27
3,2,,,P,BEHAVIOR,YES,NO,0:26:28,0:26:29,,,,0:26:28,0:26:29
3,2,,,B,EVENT,YES,NO,0:26:36,0:26:37,,,2 bobs,0:26:36,0:26:37
3,2,,,L,BEHAVIOR,YES,NO,0:26:37,0:26:52,,,,0:26:37,0:26:52
3,2,,,U,MUSIC,YES,YES,0:26:38,0:27:01,,,,0:26:38,0:27:01
3,2,,,V,EVENT,YES,YES,0:26:40,0:26:41,,,,0:26:40,0:26:41
3,2,,,V,EVENT,YES,YES,0:26:52,0:26:52,,,,0:26:52,0:26:52
3,2,,,L,BEHAVIOR,YES,YES,0:26:53,0:27:10,,,,0:26:53,0:27:10
3,2,,,V,EVENT,YES,NO,0:27:04,0:27:05,,,,0:27:04,0:27:05
3,2,,,V,EVENT,YES,NO,0:27:10,0:27:11,,,,0:27:10,0:27:11
3,2,,,L,BEHAVIOR,YES,NO,0:27:11,0:27:30,,,,0:27:11,0:27:30
3,2,,,V,EVENT,YES,NO,0:27:12,0:27:12,,,,0:27:12,0:27:12
3,2,,,V,EVENT,YES,NO,0:27:14,0:27:15,,,,0:27:14,0:27:15
3,2,,,V,EVENT,YES,NO,0:27:26,0:27:26,,,higher pitched,0:27:26,0:27:26
3,2,,,P,BEHAVIOR,YES,NO,0:27:31,0:27:32,,,,0:27:31,0:27:32
3,2,,,V,EVENT,YES,NO,0:27:31,0:27:31,,,soft,0:27:31,0:27:31
3,2,,,L,BEHAVIOR,YES,NO,0:27:33,0:28:57,,,,0:27:33,0:28:57
3,2,,,P,BEHAVIOR,YES,NO,0:27:34,0:27:35,,,,0:27:34,0:27:35
3,2,,,F,BEHAVIOR,YES,NO,0:27:37,0:27:38,,,,0:27:37,0:27:38
3,2,,,P,BEHAVIOR,YES,NO,0:27:46,0:27:48,,,,0:27:46,0:27:48
3,2,,,V,EVENT,YES,NO,0:27:48,0:27:48,,,,0:27:48,0:27:48
3,2,,,V,EVENT,YES,NO,0:28:35,0:28:36,,,,0:28:35,0:28:36
3,2,,,M,EVENT,YES,NO,0:28:57,0:29:00,,,,0:28:57,0:29:00
3,2,,,E,BEHAVIOR,YES,NO,0:29:05,0:29:54,,,NEXT VIDEO,0:29:05,0:29:54
3,2,,,M,EVENT,YES,NO,0:29:55,0:29:57,,,,0:29:55,0:29:57
3,2,,,B,EVENT,YES,NO,0:29:58,0:29:58,,,one gentler bob,0:29:58,0:29:58
3,2,,,M,EVENT,YES,NO,0:29:59,0:30:07,,,,0:29:59,0:30:07
3,2,,,U,MUSIC,YES,YES,0:29:59,0:30:21,,,,0:29:59,0:30:21
3,2,,,B,EVENT,YES,YES,0:30:07,0:30:08,,,2 bobs,0:30:07,0:30:08
3,2,,,L,BEHAVIOR,YES,YES,0:30:08,0:30:11,,,,0:30:08,0:30:11
3,2,,,M,EVENT,YES,YES,0:30:11,0:30:15,,,,0:30:11,0:30:15
3,2,,,L,BEHAVIOR,YES,YES,0:30:19,0:30:39,,,,0:30:19,0:30:39
3,2,,,B,EVENT,YES,NO,0:30:40,0:30:41,,,2.5 bobs,0:30:40,0:30:41
3,2,,,U,MUSIC,YES,YES,0:30:41,0:30:45,,,,0:30:41,0:30:45
3,2,,,L,BEHAVIOR,YES,YES,0:30:43,0:30:48,,,,0:30:43,0:30:48
3,2,,,I,BEHAVIOR,YES,NO,0:30:49,0:31:00,,,,0:30:49,0:31:00
3,2,,,U,MUSIC,YES,YES,0:30:52,0:30:57,,,,0:30:52,0:30:57
3,2,,,M,EVENT,YES,YES,0:31:00,0:31:05,,,,0:31:00,0:31:05
3,2,,,L,BEHAVIOR,YES,YES,0:31:10,0:31:12,,,,0:31:10,0:31:12
3,2,,,I,BEHAVIOR,YES,YES,0:31:14,0:31:17,,,,0:31:14,0:31:17
3,2,,,B,EVENT,YES,YES,0:31:20,0:31:21,,,2 bobs,0:31:20,0:31:21
3,2,,,U,MUSIC,YES,YES,0:31:23,0:31:38,,,,0:31:23,0:31:38
3,2,,,L,BEHAVIOR,YES,YES,0:31:24,0:31:27,,,,0:31:24,0:31:27
3,2,,,L,BEHAVIOR,YES,YES,0:31:28,0:31:49,,,,0:31:28,0:31:49
3,2,,,I,BEHAVIOR,YES,YES,0:31:49,0:31:53,,,,0:31:49,0:31:53
3,2,,,L,BEHAVIOR,YES,YES,0:31:54,0:31:59,,,,0:31:54,0:31:59
3,2,,,M,EVENT,YES,NO,0:32:01,0:32:12,,,,0:32:01,0:32:12
3,2,,,E,BEHAVIOR,YES,NO,0:32:13,0:32:40,,,"he stops chewing when he starts moving, but he holds food in his mouth until here",0:32:13,0:32:40
3,2,,,M,EVENT,YES,NO,0:32:16,0:32:21,,,food in mouth while moving,0:32:16,0:32:21
3,2,,,B,EVENT,YES,NO,0:32:21,0:32:21,,,1 bob,0:32:21,0:32:21
3,2,,,L,BEHAVIOR,YES,NO,0:32:22,0:32:23,,,,0:32:22,0:32:23
3,2,,,U,MUSIC,YES,YES,0:32:23,0:34:20,,,,0:32:23,0:34:20
3,2,,,L,BEHAVIOR,YES,YES,0:32:25,0:32:26,,,,0:32:25,0:32:26
3,2,,,B,EVENT,YES,YES,0:32:26,0:32:27,,,,0:32:26,0:32:27
3,2,,,B,EVENT,YES,YES,0:32:28,0:32:31,,,7 bobs,0:32:28,0:32:31
3,2,,,H,EVENT,YES,YES,0:32:32,0:32:33,,,"2 head whips, kid likes it",0:32:32,0:32:33
3,2,,,B,EVENT,YES,YES,0:32:33,0:32:39,,,"7 bobs, 2 bigger/slow ones with leg lift, 3-4 quick ones, followed by another long leggy one",0:32:33,0:32:39
3,2,,,B,EVENT,YES,YES,0:32:40,0:32:45,,,12 bobs,0:32:40,0:32:45
3,2,,,B,EVENT,YES,YES,0:32:47,0:32:49,,,5 BOBS,0:32:47,0:32:49
3,2,,,B,EVENT,YES,YES,0:32:53,0:32:57,,,3 slower bobs,0:32:53,0:32:57
3,2,,,V,EVENT,YES,YES,0:32:56,0:32:56,,,,0:32:56,0:32:56
3,2,,,M,EVENT,YES,YES,0:32:57,0:33:02,,,,0:32:57,0:33:02
3,2,,,E,BEHAVIOR,YES,YES,0:32:59,0:33:03,,,,0:32:59,0:33:03
3,2,,,B,EVENT,YES,YES,0:33:03,0:33:04,,,~2.5 bobs,0:33:03,0:33:04
3,2,,,E,BEHAVIOR,YES,YES,0:33:05,0:33:06,,,,0:33:05,0:33:06
3,2,,,M,EVENT,YES,YES,0:33:07,0:33:09,,,,0:33:07,0:33:09
3,2,,,B,EVENT,YES,YES,0:33:10,0:33:12,,,2 bobs,0:33:10,0:33:12
3,2,,,L,BEHAVIOR,YES,YES,0:33:12,0:33:13,,,,0:33:12,0:33:13
3,2,,,B,EVENT,YES,YES,0:33:13,0:33:14,,,1 bob,0:33:13,0:33:14
3,2,,,L,BEHAVIOR,YES,YES,0:33:16,0:33:18,,,,0:33:16,0:33:18
3,2,,,V,EVENT,YES,YES,0:33:17,0:33:17,,,,0:33:17,0:33:17
3,2,,,B,EVENT,YES,YES,0:33:18,0:33:23,,,9 bobs,0:33:18,0:33:23
3,2,,,B,EVENT,YES,YES,0:33:24,0:33:26,,,4,0:33:24,0:33:26
3,2,,,V,EVENT,YES,YES,0:33:24,0:33:24,,,,0:33:24,0:33:24
3,2,,,V,EVENT,YES,YES,0:33:25,0:33:25,,,,0:33:25,0:33:25
3,2,,,B,EVENT,YES,YES,0:33:27,0:33:27,,,"1 bob, wing out a bit",0:33:27,0:33:27
3,2,,,V,EVENT,YES,YES,0:33:31,0:33:31,,,,0:33:31,0:33:31
3,2,,,B,EVENT,YES,YES,0:33:31,0:33:32,,,3 bobs,0:33:31,0:33:32
3,2,,,B,EVENT,YES,YES,0:33:33,0:33:34,,,~3.5,0:33:33,0:33:34
3,2,,,V,EVENT,YES,YES,0:33:33,0:33:34,,,,0:33:33,0:33:34
3,2,,,B,EVENT,YES,YES,0:33:35,0:33:36,,,~2,0:33:35,0:33:36
3,2,,,V,EVENT,YES,YES,0:33:35,0:33:35,,,,0:33:35,0:33:35
3,2,,,E,BEHAVIOR,YES,YES,0:33:37,0:33:39,,,,0:33:37,0:33:39
3,2,,,B,EVENT,YES,YES,0:33:39,0:33:43,,,7,0:33:39,0:33:43
3,2,,,V,EVENT,YES,YES,0:33:42,0:33:43,,,,0:33:42,0:33:43
3,2,,,E,BEHAVIOR,YES,YES,0:33:44,0:33:46,,,,0:33:44,0:33:46
3,2,,,B,EVENT,YES,YES,0:33:46,0:33:49,,,4 bobs,0:33:46,0:33:49
3,2,,,V,EVENT,YES,YES,0:33:47,0:33:47,,,,0:33:47,0:33:47
3,2,,,L,BEHAVIOR,YES,YES,0:33:51,0:33:54,,,,0:33:51,0:33:54
3,2,,,E,BEHAVIOR,YES,YES,0:33:55,0:33:55,,,,0:33:55,0:33:55
3,2,,,B,EVENT,YES,YES,0:33:56,0:33:57,,,4,0:33:56,0:33:57
3,2,,,E,BEHAVIOR,YES,YES,0:33:58,0:34:00,,,,0:33:58,0:34:00
3,2,,,V,EVENT,YES,YES,0:34:01,0:34:01,,,,0:34:01,0:34:01
3,2,,,B,EVENT,YES,YES,0:34:01,0:34:01,,,1.5,0:34:01,0:34:01
3,2,,,V,EVENT,YES,YES,0:34:04,0:34:05,,,,0:34:04,0:34:05
3,2,,,B,EVENT,YES,YES,0:34:04,0:34:05,,,1.5,0:34:04,0:34:05
3,2,,,E,BEHAVIOR,YES,YES,0:34:06,0:34:09,,,,0:34:06,0:34:09
3,2,,,B,EVENT,YES,YES,0:34:09,0:34:09,,,,0:34:09,0:34:09
3,2,,,V,EVENT,YES,YES,0:34:09,0:34:09,,,,0:34:09,0:34:09
3,2,,,E,BEHAVIOR,YES,YES,0:34:10,0:34:11,,,,0:34:10,0:34:11
3,2,,,E,BEHAVIOR,YES,YES,0:34:16,0:34:26,,,,0:34:16,0:34:26
3,2,,,B,EVENT,YES,NO,0:34:26,0:34:26,,,1 bob,0:34:26,0:34:26
3,2,,,U,MUSIC,YES,YES,0:34:28,0:34:40,,,,0:34:28,0:34:40
3,2,,,E,BEHAVIOR,YES,YES,0:34:30,0:34:39,,,,0:34:30,0:34:39
3,2,,,V,EVENT,YES,NO,0:34:41,0:34:41,,,,0:34:41,0:34:41
3,2,,,L,BEHAVIOR,YES,NO,0:34:41,0:34:44,,,,0:34:41,0:34:44
3,2,,,E,BEHAVIOR,YES,NO,0:34:44,0:35:47,,,chewing while standing,0:34:44,0:35:47
3,2,,,I,BEHAVIOR,YES,NO,0:35:47,0:35:49,,,,0:35:47,0:35:49
3,2,,,M,EVENT,YES,NO,0:35:49,0:35:50,,,,0:35:49,0:35:50
3,2,,,E,BEHAVIOR,YES,NO,0:35:55,0:36:05,,,,0:35:55,0:36:05
3,2,,,L,BEHAVIOR,YES,NO,0:36:05,0:36:09,,,,0:36:05,0:36:09
3,2,,,M,EVENT,YES,NO,0:36:10,0:36:12,,,,0:36:10,0:36:12
3,2,,,L,BEHAVIOR,YES,NO,0:36:13,0:36:23,,,,0:36:13,0:36:23
3,2,,,E,BEHAVIOR,YES,NO,0:36:24,0:36:50,,,,0:36:24,0:36:50
3,2,,,L,BEHAVIOR,YES,NO,0:36:26,0:36:50,,,,0:36:26,0:36:50
3,2,,,M,EVENT,YES,NO,0:36:50,0:36:57,,,,0:36:50,0:36:57
3,2,,,I,BEHAVIOR,YES,NO,0:37:01,0:37:04,,,,0:37:01,0:37:04
3,2,,,M,EVENT,YES,NO,0:37:04,0:37:06,,,,0:37:04,0:37:06
3,2,,,M,EVENT,YES,NO,0:37:11,0:37:17,,,,0:37:11,0:37:17
3,2,,,E,BEHAVIOR,YES,NO,0:37:19,0:37:24,,,,0:37:19,0:37:24
3,2,,,I,BEHAVIOR,YES,NO,0:37:24,0:37:39,,,,0:37:24,0:37:39
3,2,,,M,EVENT,YES,NO,0:37:39,0:37:41,,,,0:37:39,0:37:41
3,2,,,I,BEHAVIOR,YES,NO,0:37:41,0:37:42,,,,0:37:41,0:37:42
3,2,,,I,BEHAVIOR,YES,NO,0:37:44,0:37:48,,,,0:37:44,0:37:48
3,2,,,M,EVENT,YES,NO,0:37:48,0:37:53,,,,0:37:48,0:37:53
3,2,,,M,EVENT,YES,NO,0:37:56,0:38:00,,,,0:37:56,0:38:00
3,2,,,E,BEHAVIOR,YES,NO,0:38:01,0:38:09,,,,0:38:01,0:38:09
3,2,,,L,BEHAVIOR,YES,NO,0:38:05,0:38:41,,,,0:38:05,0:38:41
3,2,,,I,BEHAVIOR,YES,NO,0:38:42,0:38:50,,,,0:38:42,0:38:50
3,2,,,L,BEHAVIOR,YES,NO,0:38:52,0:39:08,,,,0:38:52,0:39:08
3,3,,0:17:06,L,BEHAVIOR,YES,NO,0:00:02,0:00:07,,,,0:00:02,0:00:07
3,3,,,L,BEHAVIOR,YES,NO,0:00:08,0:00:10,,,,0:00:08,0:00:10
3,3,,,L,BEHAVIOR,YES,NO,0:00:12,0:00:53,,,,0:00:12,0:00:53
3,3,,,V,EVENT,YES,NO,0:00:53,0:00:53,,,,0:00:53,0:00:53
3,3,,,V,EVENT,YES,NO,0:00:54,0:00:55,,,,0:00:54,0:00:55
3,3,,,L,BEHAVIOR,YES,NO,0:00:55,0:01:28,,,,0:00:55,0:01:28
3,3,,,L,BEHAVIOR,YES,NO,0:01:29,0:01:50,,,,0:01:29,0:01:50
3,3,,,L,BEHAVIOR,YES,NO,0:01:57,0:03:00,,,,0:01:57,0:03:00
3,3,,,L,BEHAVIOR,YES,NO,0:03:09,0:03:49,,,,0:03:09,0:03:49
3,3,,,M,EVENT,YES,NO,0:03:50,0:03:55,,,,0:03:50,0:03:55
3,3,,,S,BEHAVIOR,YES,NO,0:03:54,0:04:13,,,,0:03:54,0:04:13
3,3,,,M,EVENT,YES,NO,0:04:13,0:04:17,,,,0:04:13,0:04:17
3,3,,,I,BEHAVIOR,YES,NO,0:04:54,0:04:56,,,,0:04:54,0:04:56
3,3,,,B,EVENT,YES,NO,0:04:57,0:04:58,,,quick; 3 times,0:04:57,0:04:58
3,3,,,U,MUSIC,YES,YES,0:04:59,0:05:14,,,,0:04:59,0:05:14
3,3,,,L,BEHAVIOR,YES,YES,0:05:04,0:05:26,,,,0:05:04,0:05:26
3,3,,,B,EVENT,YES,NO,0:05:27,0:05:27,,,One bob,0:05:27,0:05:27
3,3,,,U,MUSIC,YES,NO,0:05:29,0:05:42,,,,0:05:29,0:05:42
3,3,,,L,BEHAVIOR,YES,NO,0:05:30,0:05:44,,,,0:05:30,0:05:44
3,3,,,V,EVENT,YES,NO,0:05:45,0:05:45,,,,0:05:45,0:05:45
3,3,,,L,BEHAVIOR,YES,NO,0:05:46,0:07:08,,,,0:05:46,0:07:08
3,3,,,V,EVENT,YES,NO,0:06:34,0:06:34,,,,0:06:34,0:06:34
3,3,,,S,BEHAVIOR,YES,NO,0:07:11,0:07:20,,,,0:07:11,0:07:20
3,3,,,L,BEHAVIOR,YES,NO,0:07:23,0:07:23,,,,0:07:23,0:07:23
3,3,,,M,EVENT,YES,NO,0:07:28,0:07:33,,,,0:07:28,0:07:33
3,3,,,S,BEHAVIOR,YES,NO,0:07:34,0:07:35,,,,0:07:34,0:07:35
3,3,,,L,BEHAVIOR,YES,NO,0:07:38,0:07:41,,,,0:07:38,0:07:41
3,3,,,M,EVENT,YES,NO,0:07:42,0:07:43,,,,0:07:42,0:07:43
3,3,,,I,BEHAVIOR,YES,NO,0:07:43,0:07:46,,,,0:07:43,0:07:46
3,3,,,M,EVENT,YES,NO,0:07:44,0:07:48,,,,0:07:44,0:07:48
3,3,,,L,BEHAVIOR,YES,NO,0:07:49,0:07:50,,,,0:07:49,0:07:50
3,3,,,M,EVENT,YES,NO,0:07:52,0:08:00,,,,0:07:52,0:08:00
3,3,,,I,BEHAVIOR,YES,NO,0:07:53,0:07:55,,,,0:07:53,0:07:55
3,3,,,L,BEHAVIOR,YES,NO,0:08:03,0:15:54,,,,0:08:03,0:15:54
3,3,,,V,EVENT,YES,NO,0:08:13,0:08:14,,,,0:08:13,0:08:14
3,3,,,V,EVENT,YES,NO,0:08:15,0:08:16,,,,0:08:15,0:08:16
3,3,,,V,EVENT,YES,NO,0:09:38,0:09:38,,,,0:09:38,0:09:38
3,3,,,U,MUSIC,YES,NO,0:09:46,0:10:09,,,,0:09:46,0:10:09
3,3,,,V,EVENT,YES,NO,0:11:22,0:11:23,,,very soft,0:11:22,0:11:23
3,3,,,V,EVENT,YES,NO,0:11:32,0:11:33,,,,0:11:32,0:11:33
3,3,,,P,BEHAVIOR,YES,NO,0:11:51,0:15:05,,,,0:11:51,0:15:05
3,3,,,U,MUSIC,YES,YES,0:15:17,0:15:35,,,Debussy 1st arabesque,0:15:17,0:15:35
3,3,,,P,BEHAVIOR,YES,NO,0:15:37,0:15:53,,,,0:15:37,0:15:53
3,3,,,P,BEHAVIOR,YES,NO,0:15:55,0:16:05,,,,0:15:55,0:16:05
3,3,,,L,BEHAVIOR,YES,NO,0:15:56,0:17:05,,,,0:15:56,0:17:05
3,3,,,S,BEHAVIOR,YES,NO,0:16:06,0:16:11,,,,0:16:06,0:16:11
3,3,,,P,BEHAVIOR,YES,NO,0:16:13,0:16:14,,,,0:16:13,0:16:14
3,3,,,P,BEHAVIOR,YES,NO,0:16:20,0:16:32,,,,0:16:20,0:16:32
3,3,,,U,MUSIC,YES,YES,0:16:38,0:16:54,,,Michael Jackson,0:16:38,0:16:54
3,3,,,P,BEHAVIOR,YES,YES,0:16:51,0:16:55,,,,0:16:51,0:16:55
3,3,,,P,BEHAVIOR,YES,NO,0:17:00,0:17:05,,,,0:17:00,0:17:05
,,,,,,,,,,,,,,
1,2,,,BA_E,,,,0:00,0:52,,,,,
1,2,,,BA_V,,,,0:59,1:07,,,,,
1,2,,,BA_E,,,,1:39,1:52,,,,,
1,2,,,BA_V,,,,3:27,3:50,,,,,
1,2,,,BA_V,,,,8:52,8:54,,,,,
1,2,,,BA_E,,,,11:41,12:36,,,,,
1,2,,,BA_V,,,,12:37,12:59,,,,,
1,2,,,BA_E,,,,12:59,13:27,,,,,
1,2,,,BA_V,,,,13:27,13:31,,,,,
1,2,,,BA_E,,,,13:31,13:36,,,,,
1,2,,,BA_V,,,,13:36,13:44,,,,,
1,2,,,BA_E,,,,13:44,13:50,,,,,
1,2,,,BA_V,,,,13:50,14:28,,,,,
1,2,,,BA_E,,,,14:28,14:31,,,,,
1,2,,,BA_V,,,,14:31,15:10,,,,,
1,2,,,BA_E,,,,15:10,15:17,,,,,
1,2,,,BA_V,,,,15:17,15:47,,,,,
1,2,,,BA_V,,,,15:03,15:09,,,,,
1,2,,,BA_V,,,,16:43,16:59,,,,,
1,2,,,BA_E,,,,17:07,17:40,,,,,
1,2,,,BA_V,,,,17:40,17:45,,,,,
1,2,,,BA_E,,,,17:45,17:53,,,,,
1,2,,,BA_V,,,,17:53,18:02,,,,,
1,2,,,BA_E,,,,18:02,18:10,,,,,
1,2,,,BA_V,,,,18:10,18:35,,,,,
1,2,,,BA_E,,,,18:35,18:55,,,,,
1,2,,,BA_V,,,,18:55,19:13,,,,,
1,2,,,BA_E,,,,18:26,18:36,,,,,
1,2,,,VA_B,,,,0:00,1:33,,,,,
1,2,,,VA_B,,,,3:12,3:14,,,,,
1,2,,,VA_B,,,,3:34,3:36,,,,,
1,2,,,VA_B,,,,4:27,4:39,,,,,
1,2,,,VA_B,,,,8:10,8:12,,,,,
1,2,,,VA_B,,,,8:48,9:20,,,,,
1,2,,,VA_B,,,,12:32,15:08,,,,,
1,2,,,VA_B,,,,15:11,15:47,,,,,
1,2,,,VA_B,,,,16:10,16:20,,,,,
1,2,,,VA_B,,,,16:44,16:49,,,,,
1,2,,,VA_B,,,,17:08,17:15,,,,,
1,2,,,VA_B,,,,17:27,19:19,,,,,